Verkiezing;;Gemeenteraad Breda 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum;;2022-03-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebied;;Gemeente Breda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;;0758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lijstnummer;Aanduiding;Volgnummer;Naam kandidaat;Totaal;Stembureau Stadhuis;Stembureau Zero-Point;Stembureau De Rooi Pannen;Stembureau Kerk van de Nazarener;Stembureau Basisschool De Singel;Stembureau Stadskantoor Gemeente Breda;Stembureau De Stilte;Stembureau Mezz;Stembureau Gymzaal Archimedesstraat;Stembureau Rudolf Steiner School;Stembureau Wijkcentrum Balieweide;Stembureau Leger des Heils;Stembureau Vrijwillig&Co;Stembureau Gymzaal BS Het Noorderlicht;Stembureau Curio Prinsentuin College;Stembureau Kindcentrum de Wisselaar;Stembureau Gemeenschapshuis De Biesdonk;Stembureau Curio Terheijdenseweg;Stembureau Belcrumhuis;Stembureau Podium Bloos;Stembureau NS Station Breda;Stembureau Gymzaal Elandstraat;Stembureau Michaëlkerk;Stembureau Poelewei;Stembureau Breda University of Applied Sciences;Stembureau Wijkcentrum 't Houwke;Stembureau Voormalig ABN AMRO gebouw;Stembureau OBS De Tweesprong;Stembureau Avans Hogeschool;Stembureau Sacramentskerk;Stembureau Buurthuis Toma;Stembureau Amphia Ziekenhuis Molengracht;Stembureau Gemeenschapshuis Mariëndal;Stembureau Dr. de Visserschool;Stembureau Clubhuis de Toss;Stembureau Careflex Zorgcampus;Stembureau Nieuwe Veste Bibliotheek Zuid;Stembureau Gymzaal Stoutenburgstraat;Stembureau Basisschool Laurentius;Stembureau Tennisvereniging De IJpelaar;Stembureau Scouting De Mokkenboom;Stembureau KBS Petrus en Paulus - gymzaal;Stembureau De Lichtboei;Stembureau Mencia de Mendoza Lyceum;Stembureau Hotel Mastbosch Breda;Stembureau Gymzaal Jan Nieuwenhuyzenstraat;Stembureau De Nieuwe Meidoorn;Stembureau Maczek Memorial Breda;Stembureau ANNAstede;Stembureau Incubator Breda;Stembureau Dansschool Salsa in Breda;Stembureau De Ruimte;Stembureau Huis van de Heuvel kerkgebouw;Stembureau Gemeenschapshuis Kievitslaar;Stembureau De Dobbelsteen;Stembureau SCC De Koe;Stembureau Café-Zalencentrum Het Witte Schaap;Stembureau Gemeenschapshuis Liesbosch;Stembureau Basisschool De Eerste Rith;Stembureau Drive-thru P5 NAC Stadion;Stembureau Buurthuis Gageldonk;Stembureau Tennis Vereniging Haagse Beemden;Stembureau Scouting Haagse Beemden;Stembureau Sportzaal Raaimoeren;Stembureau De Sleutel;Stembureau Sporthal Haagse Beemden;Stembureau Basisschool Burgst;Stembureau Wijkcentrum Heksenwiel;Stembureau SCC 't Kraaienest;Stembureau Gymzaal De Kroeten;Stembureau Gymzaal Twaalfbunder;Stembureau De Verbinding;Stembureau Willibrorduskerk;Stembureau Dorpshuis 't Web;Stembureau Park Zuiderhout;Stembureau Curio scala;Stembureau RKVV DIA;Stembureau Basisschool de Klokkebei;Stembureau SCC De Pekhoeve;Stembureau Dorpshuis 't Klooster;Stembureau Talentencentrum Bavel;Stembureau Sporthal De Huif;Stembureau Korenmolen De Hoop;Stembureau Stembureau parkeerterrein Kamvaren;Stembureau RK Kerk;Stembureau Het Kruispunt Prinsenbeek;Stembureau Café-Zaal 't Veehandelshuis;Stembureau Sportpark De Heikant;Stembureau De Drie Linden;Stembureau Scouting Thomas-More;Stembureau Mezz;Stembureau Gymzaal Archimedesstraat;Stembureau Gemeenschapshuis De Biesdonk;Stembureau Stadskantoor Gemeente Breda;Stembureau Breda University of Applied Sciences;Stembureau OBS De Tweesprong;Stembureau Sacramentskerk;Stembureau Gemeenschapshuis Mariëndal;Stembureau Gymzaal Stoutenburgstraat;Stembureau Scouting De Mokkenboom;Stembureau Hotel Mastbosch Breda;Stembureau De Nieuwe Meidoorn;Stembureau Huis van de Heuvel kerkgebouw;Stembureau SCC De Koe;Stembureau Sportzaal Raaimoeren;Stembureau Gymzaal Twaalfbunder;Stembureau RKVV DIA;Stembureau SCC De Pekhoeve;Stembureau Dorpshuis 't Klooster;Stembureau De Drie Linden;Stembureau Leger des Heils;Stembureau Mezz;Stembureau Gymzaal Archimedesstraat;Stembureau Gemeenschapshuis De Biesdonk;Stembureau Stadskantoor Gemeente Breda;Stembureau Breda University of Applied Sciences;Stembureau OBS De Tweesprong;Stembureau Sacramentskerk;Stembureau Gemeenschapshuis Mariëndal;Stembureau Gymzaal Stoutenburgstraat;Stembureau Scouting De Mokkenboom;Stembureau Hotel Mastbosch Breda;Stembureau De Nieuwe Meidoorn;Stembureau Huis van de Heuvel kerkgebouw;Stembureau SCC De Koe;Stembureau Sportzaal Raaimoeren;Stembureau Gymzaal Twaalfbunder;Stembureau RKVV DIA;Stembureau SCC De Pekhoeve;Stembureau Dorpshuis 't Klooster;Stembureau De Drie Linden;Stembureau Leger des Heils
;;9;van der Weiden, L.M.M.;36;0;0;0;0;1;0;0;1;2;0;0;1;1;2;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1;0;1;0;0;2;1;0;0;0;1;0;0;0;1;0;1;0
8;Breda Beslist;;;4305;44;29;9;20;28;47;20;41;23;11;18;17;8;45;7;38;54;4;72;34;70;13;31;27;41;75;23;42;15;60;26;21;21;21;31;44;64;48;30;41;36;34;15;7;17;26;30;25;17;19;9;26;57;14;27;68;46;7;28;29;95;35;70;26;43;65;40;69;112;73;46;34;187;101;33;38;17;18;84;42;28;13;33;29;38;8;27;13;27;33;30;11;26;17;16;16;14;6;22;12;3;8;13;23;26;22;29;37;32;24;6;39;15;34;31;27;33;28;12;24;11;4;27;31;38;27;37;41;63;29;24;10
;;1;Vissers, P.J.M.;1336;10;5;1;8;5;13;5;10;5;4;3;4;8;14;3;13;8;0;29;13;17;3;7;6;8;30;7;12;5;16;7;8;8;3;4;13;15;12;6;9;12;9;6;2;9;7;10;2;4;5;1;5;12;3;8;15;19;3;6;5;26;5;21;4;13;14;9;15;27;13;2;7;127;76;27;23;14;2;14;10;10;1;5;10;13;3;7;7;7;17;10;1;9;3;2;3;4;0;7;5;1;2;5;6;6;6;21;14;11;8;2;9;2;10;10;5;11;7;6;8;2;1;9;3;9;3;14;29;15;10;16;2
;;2;Luijten, M.C.A.;464;3;9;2;1;6;3;4;7;4;2;2;4;0;6;0;3;8;1;17;5;11;0;3;4;4;9;3;7;1;1;1;3;0;1;6;4;5;2;2;1;1;5;2;2;1;2;9;6;2;3;3;5;15;1;7;19;7;0;10;5;6;4;6;0;4;3;5;3;17;5;8;4;1;3;2;0;1;1;4;4;0;1;2;0;2;0;2;0;2;4;3;2;4;5;1;4;2;0;1;0;0;3;1;6;2;1;2;1;1;7;1;4;2;4;2;3;3;4;1;1;0;2;6;8;13;2;3;1;2;0;0;2
;;3;Hereijgers, E.C.M.;1049;17;9;2;8;7;10;4;11;7;3;7;3;0;16;3;11;10;2;9;7;15;3;15;11;14;19;5;16;3;23;7;5;6;8;12;14;15;17;6;12;10;11;1;1;1;4;3;7;7;2;2;8;15;5;8;18;7;1;4;12;25;8;26;6;11;27;16;22;33;30;11;7;25;9;1;5;2;0;10;3;5;2;4;7;9;2;9;4;11;3;6;4;7;5;8;4;0;2;4;2;1;2;5;7;9;7;0;4;4;6;2;10;2;9;8;13;11;3;3;6;7;1;9;7;7;10;6;7;3;1;3;2
;;4;Valentijn, H.J.;223;5;3;2;2;1;2;3;3;4;0;1;2;0;0;0;2;5;1;3;1;5;0;2;0;1;1;5;0;2;3;0;0;0;3;2;0;6;5;1;8;0;2;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;1;3;8;2;1;5;6;11;1;9;8;5;9;7;0;3;0;0;0;0;2;0;0;0;0;0;3;0;1;1;4;4;3;2;0;0;0;0;0;0;1;0;0;0;0;3;0;6;0;0;0;1;0;2;0;1;1;0;0;0;0;4;1;0;0;4;2;1;4;0;0;0;0;0
;;5;Broere, A.C.W.;72;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;2;0;0;0;0;6;2;2;0;0;0;0;0;0;1;0;0;0;2;0;0;3;0;0;1;2;1;1;0;3;0;1;0;0;1;0;2;11;0;6;2;2;0;0;0;0;0;1;0;0;0;2;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
;;6;Figiel, A.J.;48;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;5;0;0;2;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;2;2;0;0;2;3;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
;;7;van der Muren, M.A.C.;72;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;2;0;4;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;4;1;0;0;1;0;4;6;3;6;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;2;2;0;0;2;0;3
;;8;Noorhoff, A.A.H.F.E.;20;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;9;de Bruijn, V.A.H.;123;0;1;0;1;2;4;0;1;2;0;0;0;0;0;0;0;0;0;2;3;1;1;0;0;4;1;1;1;0;3;1;0;1;0;0;5;2;0;2;2;3;0;3;0;1;3;0;3;0;2;1;1;5;1;2;7;4;2;3;0;4;0;1;1;0;1;1;0;2;2;1;0;4;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;0;1;0;1;0;0;0;0;0;4;3;0;0;0;0;0;0;0
;;10;van der Mast, M.S.R.;73;0;0;0;0;0;0;0;0;0;1;0;0;0;5;0;1;15;0;1;0;2;0;0;0;0;1;2;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;6;0;1;0;0;0;0;0;2;0;2;0;0;2;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;2;9;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
;;11;van den Kieboom, M.C.M.;58;1;0;0;0;3;2;0;0;0;1;0;1;0;0;0;1;0;0;1;1;5;0;0;0;1;2;0;0;0;1;0;0;0;0;0;1;0;2;1;0;1;0;0;0;0;2;0;1;0;3;0;0;2;0;2;0;0;0;0;0;0;0;0;1;1;0;2;0;1;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0;0
;;12;Vuijk, D.M.L.;88;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;26;1;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;7;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;18;0;0;0
;;13;Janssen, J.A.C.G.;27;2;0;0;0;0;2;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
;;14;Kanters, H.B.M.;137;1;0;1;0;0;2;3;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;1;1;2;0;0;0;0;1;0;0;3;3;0;1;2;2;5;3;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1;0;0;0;0;2;0;1;0;0;2;0;1;0;0;0;4;18;6;0;10;5;1;0;0;0;0;0;0;2;1;2;0;1;3;1;4;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;2;1;0;5;1;1;1;0;0;0;0;2;0;0;1;4;0;0
;;15;van den Berg, B.P.;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
;;16;Vissers, L.X.X.;109;2;0;0;0;1;2;0;0;0;0;1;0;0;2;1;2;1;0;4;3;6;0;0;0;3;2;0;0;1;2;2;1;0;0;0;1;0;1;0;1;1;1;0;0;1;1;2;1;0;0;0;2;0;0;0;1;0;0;2;0;1;1;1;1;0;0;0;0;0;0;0;2;16;7;0;6;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;2;0;2;0;4;1;1;0;0
;;17;van Loon, R.W.J.;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;18;van IJperen, M;58;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;5;5;4;6;2;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;1;0
;;19;van 't Hof, E.A.A.;33;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;5;1;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0
;;20;Smit, E.M.F.;26;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
;;21;Slegers, F.P.M.;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0
;;22;van Etten, A.P.M.;58;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;18;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1;0
;;23;Crince, M.A.W.;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;0;2;2;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
;;24;Botman, J.J.;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
;;25;van der List, M.J.C.;52;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3;5;2;4;0;0;0;3;0;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;0;0
;;26;Maas, J.G.;7;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;27;Clement, W.J.P.;35;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;2;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0
;;28;van der Horst, C.A.;66;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;2;1;3;0;0;3;2;1;1;0;0;1;1;3;0;0;1;1;0;0;0;0;2;2;0;0;0;0;1;2;1;0;1;2;0;0;0;1;4;3;0;0;0;1;4;3;2;1;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0
9;Partij voor de Dieren;;;3583;74;50;20;16;45;63;20;46;17;26;23;18;12;30;7;25;33;7;42;31;80;16;44;41;54;39;13;20;10;76;16;17;27;28;21;35;69;35;34;44;55;41;17;8;15;32;51;23;52;49;16;27;70;35;30;37;43;17;34;26;43;18;50;23;21;18;27;37;49;28;13;12;75;45;12;22;5;20;49;24;19;7;19;19;19;9;20;11;14;14;42;10;12;19;23;14;25;15;22;16;11;19;20;14;21;11;15;11;9;11;10;47;16;13;31;26;23;38;18;27;16;8;23;33;22;25;21;16;42;10;14;20
;;1;van Lierop, J.;2368;48;33;16;10;31;37;11;16;8;13;14;13;8;22;4;18;27;6;24;16;48;9;23;30;34;26;9;13;7;54;6;14;20;16;17;24;56;28;21;28;37;32;13;4;11;14;33;15;36;29;9;22;45;24;18;23;30;9;22;15;28;11;33;18;16;8;24;28;27;24;7;10;41;32;10;17;2;15;36;18;15;7;14;13;16;8;18;8;10;11;22;3;8;13;16;9;20;8;17;12;6;13;13;10;13;8;7;9;8;8;7;26;7;8;18;18;16;32;12;20;8;6;19;18;16;15;11;8;28;6;10;12
;;2;Schonis, T.C.C.J.;114;0;3;0;0;3;4;3;1;1;1;2;0;0;0;0;0;0;0;3;0;4;0;0;1;3;2;0;1;0;4;0;0;1;5;0;2;3;0;1;1;1;2;0;0;2;0;3;0;1;1;1;0;4;1;0;0;0;0;1;1;0;2;1;1;0;0;0;2;2;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;2;0;1;3;1;1;0;3;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;1;2;1;2;1;0;1;0;0;0
;;3;van Kastel, C.;238;9;5;0;3;1;4;2;8;2;2;1;2;0;1;0;0;1;0;4;6;7;2;5;1;1;1;1;0;0;6;0;0;1;0;1;1;4;2;3;5;4;0;0;0;0;2;3;0;8;3;1;1;4;2;5;2;2;0;3;4;2;2;6;0;2;0;0;0;3;0;1;0;4;1;0;1;0;1;2;3;2;0;1;0;0;0;0;1;0;1;5;4;0;0;4;0;1;0;0;1;1;0;2;1;3;0;2;1;0;1;0;4;0;0;3;1;1;2;1;4;2;1;1;4;1;2;4;0;3;3;2;4
;;4;Maas, L.G.;63;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;1;0;2;1;0;2;0;0;3;1;3;1;3;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;1;0;4;1;0;2;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;6;1;0;1;1;0;0;0;0;1;0;0;4;0;0;1;0;1;0;0;0
;;5;Pallandt, C.M.J.;143;4;2;1;3;4;3;0;4;1;1;0;0;2;1;0;1;1;1;1;4;2;1;1;3;3;1;0;3;0;3;3;0;1;0;0;0;0;0;0;2;1;1;0;3;0;3;2;3;4;2;1;0;5;0;0;1;2;1;0;1;2;0;0;1;1;0;0;2;2;2;0;0;2;0;1;1;1;1;2;0;0;0;0;0;1;0;1;0;0;0;2;0;1;1;0;1;1;0;3;0;0;0;0;1;1;0;0;0;0;0;0;1;2;1;3;4;1;1;0;2;1;0;0;0;0;1;2;0;3;0;1;2
;;6;de Hoogh, V.;142;1;1;2;0;1;3;1;6;0;2;1;0;0;1;0;0;0;0;4;3;9;0;3;1;5;2;1;1;1;2;2;0;0;3;1;4;2;2;0;1;2;0;0;0;0;6;4;3;1;3;2;1;2;0;0;1;2;0;2;1;3;1;1;2;0;2;0;0;0;0;2;0;4;1;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;3;0;0;1;1;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0;4;1;0;0;1;0;0;0;1;1;0;0;3;0;2;0;0;0;0;1;0
;;7;Beckett, G.H.;43;0;0;0;0;0;1;0;1;0;4;1;0;0;0;0;0;0;0;2;0;1;1;1;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1
